#x,T,xh2o,S_LBL,S_SLW,S_SLW1,q_LBL,q_SLW,q_SLW1
#[m],[K],[],[kW/m3],[kW/m2]
    0.195000000000000E+001,    0.107500525204328E+004,    0.575005252043279E+000,    0.000000000000000E+000,    0.217988936133032E+001,    0.267792290048002E+001,    0.000000000000000E+000,   -0.866814628876999E+002,   -0.633004116366266E+002
    0.197000000000000E+001,    0.108013445439185E+004,    0.580134454391849E+000,    0.000000000000000E+000,    0.194566507822702E+001,    0.231813124472531E+001,    0.000000000000000E+000,   -0.867166223594009E+002,   -0.633415589716160E+002
    0.199000000000000E+001,    0.108524075402551E+004,    0.585240754025510E+000,    0.000000000000000E+000,    0.171083468578292E+001,    0.195527584361686E+001,    0.000000000000000E+000,   -0.867471004404019E+002,   -0.633755525925013E+002
    0.201000000000000E+001,    0.109032394935629E+004,    0.590323949356295E+000,    0.000000000000000E+000,    0.149530239662878E+001,    0.158972852061468E+001,    0.000000000000000E+000,   -0.867730247175822E+002,   -0.634023386639152E+002
    0.203000000000000E+001,    0.109538383970836E+004,    0.595383839708355E+000,    0.000000000000000E+000,    0.129947741349303E+001,    0.122188131752674E+001,    0.000000000000000E+000,   -0.867945736443733E+002,   -0.634218707550769E+002
    0.205000000000000E+001,    0.110042022532588E+004,    0.600420225325884E+000,    0.000000000000000E+000,    0.114629201884486E+001,    0.850737033833896E+000,    0.000000000000000E+000,   -0.868120133713113E+002,   -0.634341249838827E+002
    0.207000000000000E+001,    0.110543290738100E+004,    0.605432907381001E+000,    0.000000000000000E+000,    0.745284795777360E+000,    0.462209661435192E+000,    0.000000000000000E+000,   -0.868241633064532E+002,   -0.634391938273210E+002
    0.209000000000000E+001,    0.111042168798160E+004,    0.610421687981602E+000,    0.000000000000000E+000,    0.409795983075297E+000,    0.709239080530443E-001,    0.000000000000000E+000,   -0.868297007145961E+002,   -0.634365770351576E+002
    0.211000000000000E+001,    0.111538637017917E+004,    0.615386370179172E+000,    0.000000000000000E+000,    0.909697754480009E-001,   -0.322888674952134E+000,    0.000000000000000E+000,   -0.868290710227168E+002,   -0.634262254640774E+002
    0.213000000000000E+001,    0.112032675797656E+004,    0.620326757976556E+000,    0.000000000000000E+000,   -0.222833919267272E+000,   -0.718984815254347E+000,    0.000000000000000E+000,   -0.868223385171826E+002,   -0.634080947790400E+002
    0.215000000000000E+001,    0.112524265633571E+004,    0.625242656335705E+000,    0.000000000000000E+000,   -0.536426136466438E+000,   -0.111711517416983E+001,    0.000000000000000E+000,   -0.868094649283159E+002,   -0.633821455722713E+002
    0.217000000000000E+001,    0.113013387118537E+004,    0.630133871185369E+000,    0.000000000000000E+000,   -0.858005396306738E+000,   -0.151702754134131E+001,    0.000000000000000E+000,   -0.867903405577509E+002,   -0.633483434181210E+002
    0.219000000000000E+001,    0.113500020942876E+004,    0.635000209428761E+000,    0.000000000000000E+000,   -0.119943237296961E+001,   -0.191846865322250E+001,    0.000000000000000E+000,   -0.867648054446408E+002,   -0.633066588912577E+002
    0.221000000000000E+001,    0.113984147895118E+004,    0.639841478951178E+000,    0.000000000000000E+000,   -0.153343643766632E+001,   -0.232118523566339E+001,    0.000000000000000E+000,   -0.867327682606907E+002,   -0.632570675636472E+002
    0.223000000000000E+001,    0.114465748862759E+004,    0.644657488627591E+000,    0.000000000000000E+000,   -0.186941054499941E+001,   -0.272492459977595E+001,    0.000000000000000E+000,   -0.866941857404312E+002,   -0.631995499891564E+002
    0.225000000000000E+001,    0.114944804833018E+004,    0.649448048330184E+000,    0.000000000000000E+000,   -0.221296820440481E+001,   -0.312943496852072E+001,    0.000000000000000E+000,   -0.866489388222760E+002,   -0.631340916810383E+002
    0.227000000000000E+001,    0.115421296893586E+004,    0.654212968935861E+000,    0.000000000000000E+000,   -0.256077939633832E+001,   -0.353446562598464E+001,    0.000000000000000E+000,   -0.865968980242682E+002,   -0.630606830856657E+002
    0.229000000000000E+001,    0.115895206233372E+004,    0.658952062333717E+000,    0.000000000000000E+000,   -0.291163717307021E+001,   -0.393976693161663E+001,    0.000000000000000E+000,   -0.865379699949463E+002,   -0.629793195549515E+002
    0.231000000000000E+001,    0.116366514143246E+004,    0.663665141432458E+000,    0.000000000000000E+000,   -0.326427603391439E+001,   -0.434509020973847E+001,    0.000000000000000E+000,   -0.864720704358915E+002,   -0.628900013195434E+002
